model,mse,nmse,nmse_db,runtime_ms,n_params
ISTA,0.029562234412878752,0.2941744178533554,-5.313950973059523,1.027146239994181,0
FISTA,0.008060287218540907,0.07918117940425873,-11.01378033716085,1.126173539996671,0
